Feature,Top Mean,Bottom Mean,tokens to include,tokens to avoid,Importance
Jones,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Jonny,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Jordan,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Journey,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Jr,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Jump,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
Jumps,0.00027419797093501506,0.0013709898546750755,0.19999999999999998,5.000000000000001,0.0
June,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Jury,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Just,0.007129147244310392,0.008225939128050452,0.8666666666666667,1.1538461538461537,0.0
Justice,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Justin,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
KADENA,0.0013709898546750755,0.00027419797093501506,5.000000000000001,0.19999999999999998,0.0
KARLAR,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
KASTA,0.0019193857965451055,0.0010967918837400603,1.75,0.5714285714285714,0.0
KATANA,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
KAVA,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
KAÇIRDIĞI,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
KCC,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
KDA,0.0008225939128050452,0.0019193857965451055,0.4285714285714286,2.333333333333333,0.0
KED,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
KEEP,0.0010967918837400603,0.0013709898546750755,0.7999999999999999,1.2500000000000002,0.0
KEEPS,0.0005483959418700301,0.0008225939128050452,0.6666666666666666,1.5,0.0
KEISER,0.0010967918837400603,0.00027419797093501506,4.0,0.25,0.0
KEN,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
KEVIN,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
KEY,0.003016177680285166,0.003564573622155196,0.8461538461538461,1.1818181818181817,0.0
KILL,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
KILLER,0.0010967918837400603,0.0005483959418700301,2.0,0.5,0.0
KILLERS,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
KILLING,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
KIND,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
KING,0.0016451878256100905,0.0008225939128050452,2.0,0.5,0.0
KINGDOM,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
KINGS,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
KISHU,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
KNC,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
KNIFE,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
KNOW,0.003838771593090211,0.0005483959418700301,7.0,0.14285714285714285,0.0
KODI,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
KOREA,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
KOUNOTORI,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
KPMG,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
KRAKEN,0.0016451878256100905,0.00027419797093501506,6.0,0.16666666666666666,0.0
KSM,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
KTO,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
KUCOIN,0.0010967918837400603,0.00027419797093501506,4.0,0.25,0.0
KUSAMA,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
KUSWAP,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
KYC,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Kadena,0.0005483959418700301,0.0021935837674801205,0.25,4.0,0.0
Kanani,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Kantorovich,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Karma,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Kasta,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
Kate,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Kazakhstan,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Keep,0.0013709898546750755,0.003016177680285166,0.4545454545454546,2.1999999999999997,0.0
Keeping,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Keeps,0.0010967918837400603,0.0005483959418700301,2.0,0.5,0.0
Keiser,0.0010967918837400603,0.0005483959418700301,2.0,0.5,0.0
Keith,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Ken,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Kessler,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Kevin,0.0016451878256100905,0.0013709898546750755,1.2,0.8333333333333334,0.0
Key,0.0019193857965451055,0.003016177680285166,0.6363636363636364,1.5714285714285716,0.0
Khanna,0.00027419797093501506,0.0010967918837400603,0.25,4.0,0.0
Khosrowshahi,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Kicked,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
Kieser,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Kill,0.0005483959418700301,0.0008225939128050452,0.6666666666666666,1.5,0.0
Killer,0.0010967918837400603,0.0016451878256100905,0.6666666666666666,1.5,0.0
Killers,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Killing,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Kind,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Kinetic,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
King,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Kingdom,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Kingdoms,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Kishu,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Klarna,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Klaytn,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Know,0.007129147244310392,0.003838771593090211,1.8571428571428572,0.5384615384615384,0.0
Knowing,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Known,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Knows,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Kodi,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Kohl,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Kong,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Korea,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Korean,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Koroush,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Kotick,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Kovacevich,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Kraken,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Krown,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Kruger,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
KuCoin,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Kucoin,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Kumbhani,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Kusama,0.00027419797093501506,0.0010967918837400603,0.25,4.0,0.0
Kwon,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Kyber,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LA,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LABELED,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
LABS,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
LAGGING,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LAMBO,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LAND,0.00027419797093501506,0.0019193857965451055,0.14285714285714285,7.0,0.0
LANDED,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LANDSCAPE,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LARGEST,0.0008225939128050452,0.0010967918837400603,0.75,1.3333333333333333,0.0
LAS,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LASS,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LAST,0.009596928982725527,0.003564573622155196,2.692307692307692,0.37142857142857144,0.0
LASTING,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LATE,0.0021935837674801205,0.0008225939128050452,2.6666666666666665,0.375,0.0
LATEDT,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LATER,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
LATEST,0.006580751302440362,0.005209761447765287,1.263157894736842,0.7916666666666667,0.0
LATIN,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LAUCNHING,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
LAUNCH,0.003016177680285166,0.002741979709350151,1.0999999999999999,0.9090909090909092,0.0
LAUNCHED,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LAUNCHES,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LAUNCHING,0.0010967918837400603,0.0019193857965451055,0.5714285714285714,1.75,0.0
LAUNCHPAD,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
LAW,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
LAWSUIT,0.0013709898546750755,0.0005483959418700301,2.5000000000000004,0.39999999999999997,0.0
LAYER,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
LAYING,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LBE,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
LCID,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
LCX,0.0016451878256100905,0.0005483959418700301,3.0,0.3333333333333333,0.0
LEAD,0.0008225939128050452,0.0013709898546750755,0.6,1.6666666666666667,0.0
LEADER,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
LEADERS,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LEADING,0.0019193857965451055,0.0008225939128050452,2.333333333333333,0.4285714285714286,0.0
LEADS,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LEAK,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
LEAKED,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
LEAKING,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
LEAP,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
LEARN,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
LEARNED,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
LEARY,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
LEASH,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
LEAST,0.0005483959418700301,0.0008225939128050452,0.6666666666666666,1.5,0.0
LEAVES,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
LEAVING,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
LEBRON,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LEE,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LEFT,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
LEG,0.0010967918837400603,0.00027419797093501506,4.0,0.25,0.0
LEGACY,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
LEGAL,0.0008225939128050452,0.0013709898546750755,0.6,1.6666666666666667,0.0
LEGALIZING,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LEGENDARY,0.0010967918837400603,0.00027419797093501506,4.0,0.25,0.0
LEGIT,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
LENDING,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
LEON,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LESS,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
LESSONS,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
LET,0.003016177680285166,0.0016451878256100905,1.8333333333333335,0.5454545454545454,0.0
LETS,0.0010967918837400603,0.00027419797093501506,4.0,0.25,0.0
LETTING,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LEVEL,0.003838771593090211,0.0010967918837400603,3.5,0.2857142857142857,0.0
LEVELS,0.0016451878256100905,0.002741979709350151,0.6,1.6666666666666667,0.0
LEVERAGE,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LEVERAGED,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LFG,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LIE,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
LIED,0.0013709898546750755,0.00027419797093501506,5.000000000000001,0.19999999999999998,0.0
LIES,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LIFE,0.003016177680285166,0.0021935837674801205,1.3750000000000002,0.7272727272727272,0.0
LIFETIME,0.0010967918837400603,0.00027419797093501506,4.0,0.25,0.0
LIFT,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LIGHT,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
LIGHTNING,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LIKE,0.003016177680285166,0.0016451878256100905,1.8333333333333335,0.5454545454545454,0.0
LIKELY,0.0010967918837400603,0.0005483959418700301,2.0,0.5,0.0
LIKES,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
LILLY,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
LIMITED,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LIMITLESS,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
LINE,0.0010967918837400603,0.00027419797093501506,4.0,0.25,0.0
LINES,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LINING,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LINK,0.0024677817384151355,0.004112969564025226,0.6,1.6666666666666667,0.0
LIQUID,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LIQUIDATED,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
LIQUIDITY,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
LIQUIDUS,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LIRA,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LIST,0.0019193857965451055,0.0005483959418700301,3.5,0.2857142857142857,0.0
LISTED,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
LISTEN,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
LISTING,0.004661365505895256,0.0013709898546750755,3.3999999999999995,0.2941176470588236,0.0
LISTINGS,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
LITECOI,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LITECOIN,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
LITERALLY,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LITTLE,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LIVE,0.03729092404716205,0.004935563476830271,7.555555555555555,0.1323529411764706,0.005565207537681051
LIVES,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
LIVESTREAM,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
LIVING,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LL,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
LLC,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
LOADED,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LOADING,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LOAN,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LOANS,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
LOCAL,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LOCKDOWNS,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LOCKED,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
LOGO,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LONDON,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LONE,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LONG,0.003564573622155196,0.003564573622155196,1.0,1.0,0.0
LONGING,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
LONGS,0.002741979709350151,0.0008225939128050452,3.3333333333333335,0.3,0.0
LONGTERM,0.0005483959418700301,0.0008225939128050452,0.6666666666666666,1.5,0.0
LOOK,0.0024677817384151355,0.0019193857965451055,1.2857142857142856,0.7777777777777778,0.0
LOOKED,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LOOKING,0.002741979709350151,0.0010967918837400603,2.5000000000000004,0.39999999999999997,0.0
LOOKS,0.0008225939128050452,0.0008225939128050452,1.0,1.0,0.0
LOOMING,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LOOPHOLE,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
LOOPRING,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LOSE,0.0019193857965451055,0.00027419797093501506,7.0,0.14285714285714285,0.0
LOSES,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LOSING,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
LOSS,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
LOSSES,0.00027419797093501506,0.004387167534960241,0.0625,16.0,0.0
LOST,0.0024677817384151355,0.0008225939128050452,2.9999999999999996,0.33333333333333337,0.0
LOT,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
LOTS,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
LOVE,0.0005483959418700301,0.0008225939128050452,0.6666666666666666,1.5,0.0
LOVELACE,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LOVES,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LOVIN,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
LOVING,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LOW,0.003290375651220181,0.0024677817384151355,1.3333333333333335,0.7499999999999999,0.0
LOWER,0.0013709898546750755,0.0008225939128050452,1.6666666666666667,0.6,0.0
LOWS,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LP,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LRC,0.00027419797093501506,0.0016451878256100905,0.16666666666666666,6.0,0.0
LTC,0.0005483959418700301,0.0008225939128050452,0.6666666666666666,1.5,0.0
LTK,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LUCID,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
LUMEN,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
LUMENS,0.0019193857965451055,0.00027419797093501506,7.0,0.14285714285714285,0.0
LUNA,0.007951741157115437,0.009871126953660542,0.8055555555555556,1.2413793103448276,0.0
LUNAONE,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LUXURY,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LYING,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Labs,0.0005483959418700301,0.0019193857965451055,0.2857142857142857,3.5,0.0
Lack,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Lakers,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Land,0.00027419797093501506,0.0010967918837400603,0.25,4.0,0.0
Landing,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Landmark,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Landscape,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
Laptop,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Largest,0.0005483959418700301,0.0016451878256100905,0.3333333333333333,3.0,0.0
Las,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Lasso,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Last,0.004387167534960241,0.004112969564025226,1.0666666666666667,0.9375,0.0
Late,0.0013709898546750755,0.00027419797093501506,5.000000000000001,0.19999999999999998,0.0
Later,0.0005483959418700301,0.0008225939128050452,0.6666666666666666,1.5,0.0
Latest,0.0013709898546750755,0.0013709898546750755,1.0,1.0,0.0
Launch,0.0013709898546750755,0.003564573622155196,0.38461538461538464,2.5999999999999996,0.0
LaunchPad,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Launched,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Launches,0.0008225939128050452,0.002741979709350151,0.3,3.3333333333333335,0.0
Launching,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
Launchpad,0.0005483959418700301,0.0013709898546750755,0.39999999999999997,2.5000000000000004,0.0
Laundering,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Law,0.0008225939128050452,0.0008225939128050452,1.0,1.0,0.0
Lawmakers,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Lawsuit,0.0005483959418700301,0.0008225939128050452,0.6666666666666666,1.5,0.0
Lawyer,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Layer,0.0005483959418700301,0.0013709898546750755,0.39999999999999997,2.5000000000000004,0.0
Layering,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Laziness,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
LeClair,0.0008225939128050452,0.003016177680285166,0.2727272727272727,3.666666666666667,0.0
Lead,0.0008225939128050452,0.0008225939128050452,1.0,1.0,0.0
Leader,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Leadership,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Leading,0.0008225939128050452,0.0008225939128050452,1.0,1.0,0.0
Leads,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
League,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Leak,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Leaked,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
Leaning,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Leans,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Leap,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Leaps,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Learn,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Learned,0.00027419797093501506,0.0010967918837400603,0.25,4.0,0.0
Leary,0.0016451878256100905,0.0013709898546750755,1.2,0.8333333333333334,0.0
Leave,0.0010967918837400603,0.00027419797093501506,4.0,0.25,0.0
Leaves,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
Leaving,0.0005483959418700301,0.0013709898546750755,0.39999999999999997,2.5000000000000004,0.0
Lebron,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Leclair,0.00027419797093501506,0.0019193857965451055,0.14285714285714285,7.0,0.0
Ledger,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
Lee,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Left,0.0013709898546750755,0.0010967918837400603,1.2500000000000002,0.7999999999999999,0.0
Leg,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Legacy,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Legal,0.0013709898546750755,0.0016451878256100905,0.8333333333333334,1.2,0.0
Legalize,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Legalized,0.00027419797093501506,0.0013709898546750755,0.19999999999999998,5.000000000000001,0.0
Legalizes,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Legalizing,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Legally,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Legendary,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Lemonade,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Lending,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Lengthened,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Lengthening,0.0005483959418700301,0.0008225939128050452,0.6666666666666666,1.5,0.0
Lenovo,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Lens,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Less,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Lesson,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Lessons,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
Let,0.003838771593090211,0.0010967918837400603,3.5,0.2857142857142857,0.0
Lets,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Letting,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Level,0.0021935837674801205,0.0024677817384151355,0.888888888888889,1.125,0.0
Levels,0.0019193857965451055,0.005483959418700302,0.35,2.857142857142857,0.0
Leverage,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Leveraged,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Leveraging,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Levi,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Lex,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Licious,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Lidar,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Lie,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Lies,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
Life,0.0021935837674801205,0.002741979709350151,0.7999999999999999,1.2500000000000002,0.0
Lifetime,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Lifetimes,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Lifting,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Light,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Lightning,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Like,0.0013709898546750755,0.0024677817384151355,0.5555555555555556,1.7999999999999998,0.0
Likely,0.0019193857965451055,0.00027419797093501506,7.0,0.14285714285714285,0.0
Likens,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Likes,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Limit,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Limited,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Lindsey,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Line,0.0010967918837400603,0.0010967918837400603,1.0,1.0,0.0
